ISO_lokal	MJD	UTC	CENT	CENT_status	CENT_kal	DOOR	DOOR_status	DOOR_kal	BA	BA_status	BA_kal
2026-03-30T00:00:01	61128.916688	2026-03-29T22:00:01Z	1.83E-06	OK	NaN	2.26E-06	OK	3.32E-06	3.32E-06	OK	NaN
2026-03-30T00:00:06	61128.916746	2026-03-29T22:00:06Z	1.83E-06	OK	NaN	2.26E-06	OK	3.32E-06	3.33E-06	OK	NaN
2026-03-30T00:00:11	61128.916803	2026-03-29T22:00:11Z	1.83E-06	OK	NaN	2.26E-06	OK	3.32E-06	3.32E-06	OK	NaN
2026-03-30T00:00:16	61128.916861	2026-03-29T22:00:16Z	1.83E-06	OK	NaN	2.26E-06	OK	3.32E-06	3.32E-06	OK	NaN
2026-03-30T00:00:21	61128.916919	2026-03-29T22:00:21Z	1.83E-06	OK	NaN	2.26E-06	OK	3.32E-06	3.32E-06	OK	NaN
2026-03-30T00:00:26	61128.916977	2026-03-29T22:00:26Z	1.83E-06	OK	NaN	2.26E-06	OK	3.31E-06	3.32E-06	OK	NaN
2026-03-30T00:00:31	61128.917035	2026-03-29T22:00:31Z	1.83E-06	OK	NaN	2.26E-06	OK	3.31E-06	3.32E-06	OK	NaN
2026-03-30T00:00:36	61128.917093	2026-03-29T22:00:36Z	1.83E-06	OK	NaN	2.26E-06	OK	3.32E-06	3.33E-06	OK	NaN
2026-03-30T00:00:41	61128.917150	2026-03-29T22:00:41Z	1.83E-06	OK	NaN	2.26E-06	OK	3.31E-06	3.33E-06	OK	NaN
2026-03-30T00:00:46	61128.917208	2026-03-29T22:00:46Z	1.83E-06	OK	NaN	2.26E-06	OK	3.31E-06	3.32E-06	OK	NaN
2026-03-30T00:00:51	61128.917266	2026-03-29T22:00:51Z	1.83E-06	OK	NaN	2.26E-06	OK	3.31E-06	3.33E-06	OK	NaN
2026-03-30T00:00:56	61128.917324	2026-03-29T22:00:56Z	1.83E-06	OK	NaN	2.26E-06	OK	3.32E-06	3.32E-06	OK	NaN
2026-03-30T00:01:01	61128.917382	2026-03-29T22:01:01Z	1.83E-06	OK	NaN	2.26E-06	OK	3.32E-06	3.32E-06	OK	NaN
2026-03-30T00:01:06	61128.917440	2026-03-29T22:01:06Z	1.83E-06	OK	NaN	2.26E-06	OK	3.32E-06	3.32E-06	OK	NaN
2026-03-30T00:01:11	61128.917497	2026-03-29T22:01:11Z	1.83E-06	OK	NaN	2.26E-06	OK	3.32E-06	3.32E-06	OK	NaN
2026-03-30T00:01:16	61128.917555	2026-03-29T22:01:16Z	1.83E-06	OK	NaN	2.26E-06	OK	3.31E-06	3.33E-06	OK	NaN
2026-03-30T00:01:21	61128.917613	2026-03-29T22:01:21Z	1.83E-06	OK	NaN	2.26E-06	OK	3.31E-06	3.32E-06	OK	NaN
2026-03-30T00:01:26	61128.917672	2026-03-29T22:01:26Z	1.83E-06	OK	NaN	2.26E-06	OK	3.31E-06	3.32E-06	OK	NaN
2026-03-30T00:01:31	61128.917729	2026-03-29T22:01:31Z	1.83E-06	OK	NaN	2.26E-06	OK	3.31E-06	3.32E-06	OK	NaN
2026-03-30T00:01:36	61128.917787	2026-03-29T22:01:36Z	1.83E-06	OK	NaN	2.26E-06	OK	3.32E-06	3.33E-06	OK	NaN
2026-03-30T00:01:41	61128.917844	2026-03-29T22:01:41Z	1.83E-06	OK	NaN	2.26E-06	OK	3.31E-06	3.33E-06	OK	NaN
2026-03-30T00:01:46	61128.917903	2026-03-29T22:01:46Z	1.83E-06	OK	NaN	2.26E-06	OK	3.32E-06	3.32E-06	OK	NaN
2026-03-30T00:01:51	61128.917961	2026-03-29T22:01:51Z	1.83E-06	OK	NaN	2.26E-06	OK	3.32E-06	3.32E-06	OK	NaN
2026-03-30T00:01:56	61128.918018	2026-03-29T22:01:56Z	1.83E-06	OK	NaN	2.26E-06	OK	3.31E-06	3.32E-06	OK	NaN
2026-03-30T00:02:01	61128.918077	2026-03-29T22:02:01Z	1.83E-06	OK	NaN	2.26E-06	OK	3.31E-06	3.32E-06	OK	NaN
2026-03-30T00:02:06	61128.918134	2026-03-29T22:02:06Z	1.83E-06	OK	NaN	2.26E-06	OK	3.31E-06	3.32E-06	OK	NaN
2026-03-30T00:02:11	61128.918192	2026-03-29T22:02:11Z	1.83E-06	OK	NaN	2.26E-06	OK	3.31E-06	3.33E-06	OK	NaN
2026-03-30T00:02:16	61128.918250	2026-03-29T22:02:16Z	1.83E-06	OK	NaN	2.26E-06	OK	3.31E-06	3.32E-06	OK	NaN
2026-03-30T00:02:21	61128.918308	2026-03-29T22:02:21Z	1.83E-06	OK	NaN	2.26E-06	OK	3.31E-06	3.32E-06	OK	NaN
2026-03-30T00:02:26	61128.918365	2026-03-29T22:02:26Z	1.83E-06	OK	NaN	2.26E-06	OK	3.31E-06	3.32E-06	OK	NaN
2026-03-30T00:02:31	61128.918424	2026-03-29T22:02:31Z	1.83E-06	OK	NaN	2.26E-06	OK	3.32E-06	3.32E-06	OK	NaN
2026-03-30T00:02:36	61128.918481	2026-03-29T22:02:36Z	1.83E-06	OK	NaN	2.26E-06	OK	3.31E-06	3.32E-06	OK	NaN
2026-03-30T00:02:41	61128.918539	2026-03-29T22:02:41Z	1.83E-06	OK	NaN	2.26E-06	OK	3.31E-06	3.32E-06	OK	NaN
2026-03-30T00:02:46	61128.918597	2026-03-29T22:02:46Z	1.83E-06	OK	NaN	2.26E-06	OK	3.31E-06	3.33E-06	OK	NaN
2026-03-30T00:02:51	61128.918656	2026-03-29T22:02:51Z	1.83E-06	OK	NaN	2.26E-06	OK	3.32E-06	3.33E-06	OK	NaN
2026-03-30T00:02:56	61128.918713	2026-03-29T22:02:56Z	1.83E-06	OK	NaN	2.26E-06	OK	3.31E-06	3.32E-06	OK	NaN
2026-03-30T00:03:01	61128.918771	2026-03-29T22:03:01Z	1.83E-06	OK	NaN	2.26E-06	OK	3.31E-06	3.32E-06	OK	NaN
