ISO_lokal	MJD	UTC	Kryo 1 In	Kryo 1 In_ohm	Kryo 1	Kryo 1_ohm	Kryo 1b	Kryo 1b_ohm	Peltier	Peltier_ohm	Peltier b	Peltier b_ohm	Kryo 2 In	Kryo 2 In_ohm	Kryo 2	Kryo 2_ohm	Kryo 2b	Kryo 2b_ohm	Kryo 3 In	Kryo 3 In_ohm	Kryo 3	Kryo 3_ohm	Kryo 3b	Kryo 3b_ohm	Kryo 4 In	Kryo 4 In_ohm	Kryo 4	Kryo 4_ohm	Kryo 4b	Kryo 4b_ohm	Kryo 5 In	Kryo 5 In_ohm	Kryo 5	Kryo 5_ohm	Kryo 5b	Kryo 5b_ohm	Kryo 6 In	Kryo 6 In_ohm	Kryo 6	Kryo 6_ohm	Kryo 6b	Kryo 6b_ohm	Kryo 7 In	Kryo 7 In_ohm	Kryo 7	Kryo 7_ohm	Kryo 9	Kryo 9_ohm	Kryo 9b	Kryo 9b_ohm	Kryo 8 In	Kryo 8 In_ohm	Kryo 8	Kryo 8_ohm
2026-03-30T00:00:51	61128.917263	2026-03-29T22:00:51Z	297.238	109.381	297.251	109.386	297.261	109.390	NaN	500.044	NaN	499.966	297.162	109.351	297.110	109.331	297.210	109.370	283.352	103.981	288.614	106.030	295.745	108.801	295.710	108.788	NaN	335.563	289.336	106.311	288.952	106.161	296.271	109.005	292.834	107.671	297.213	109.371	296.731	109.184	296.485	109.088	296.348	109.035	295.713	108.789	NaN	500.189	NaN	500.044	296.930	109.261	296.006	108.902
2026-03-30T00:00:56	61128.917321	2026-03-29T22:00:56Z	297.200	109.366	297.246	109.384	297.285	109.399	NaN	500.044	NaN	499.966	297.165	109.352	297.133	109.340	297.177	109.357	283.336	103.975	288.580	106.017	295.751	108.804	295.725	108.794	NaN	335.762	289.338	106.311	288.952	106.162	296.258	109.001	292.848	107.676	297.184	109.360	296.708	109.175	296.472	109.083	296.336	109.031	295.732	108.796	NaN	500.189	NaN	500.044	296.901	109.250	296.007	108.903
2026-03-30T00:01:01	61128.917379	2026-03-29T22:01:01Z	297.210	109.370	297.247	109.384	297.286	109.399	NaN	500.044	NaN	499.966	297.135	109.341	297.139	109.342	297.181	109.359	283.365	103.986	288.596	106.023	295.751	108.804	295.712	108.789	NaN	335.543	289.333	106.310	288.965	106.166	296.257	109.000	292.855	107.679	297.241	109.382	296.736	109.186	296.480	109.087	296.347	109.035	295.751	108.804	NaN	500.189	NaN	500.044	296.909	109.253	295.983	108.894
2026-03-30T00:01:06	61128.917437	2026-03-29T22:01:06Z	297.218	109.373	297.253	109.387	297.268	109.392	NaN	500.044	NaN	499.966	297.159	109.350	297.112	109.332	297.192	109.363	283.341	103.977	288.605	106.026	295.739	108.799	295.708	108.787	NaN	335.808	289.327	106.308	288.999	106.180	296.287	109.012	292.850	107.677	297.206	109.368	296.729	109.183	296.478	109.086	296.333	109.030	295.733	108.797	NaN	500.189	NaN	500.044	296.908	109.253	295.994	108.898
2026-03-30T00:01:11	61128.917495	2026-03-29T22:01:11Z	297.220	109.374	297.230	109.378	297.267	109.392	NaN	500.044	NaN	499.966	297.150	109.347	297.118	109.334	297.199	109.366	283.350	103.981	288.615	106.031	295.738	108.799	295.715	108.790	NaN	335.565	289.323	106.306	288.969	106.168	296.268	109.004	292.859	107.680	297.228	109.377	296.714	109.177	296.461	109.079	296.356	109.039	295.735	108.798	NaN	500.189	NaN	500.044	296.897	109.248	295.978	108.892
2026-03-30T00:01:16	61128.917553	2026-03-29T22:01:16Z	297.222	109.375	297.248	109.385	297.269	109.393	NaN	500.044	NaN	499.966	297.162	109.351	297.119	109.335	297.194	109.364	283.349	103.980	288.600	106.025	295.737	108.798	295.748	108.802	NaN	335.585	289.340	106.312	288.980	106.172	296.263	109.002	292.843	107.674	297.228	109.377	296.728	109.183	296.499	109.094	296.338	109.031	295.725	108.793	NaN	500.189	NaN	500.044	296.911	109.254	296.002	108.901
2026-03-30T00:01:21	61128.917610	2026-03-29T22:01:21Z	297.208	109.369	297.257	109.388	297.266	109.392	NaN	500.044	NaN	499.966	297.166	109.353	297.111	109.331	297.173	109.355	283.353	103.982	288.606	106.027	295.736	108.798	295.726	108.794	NaN	335.643	289.341	106.313	288.975	106.171	296.243	108.995	292.820	107.665	297.213	109.371	296.733	109.185	296.475	109.085	296.331	109.029	295.736	108.798	NaN	500.189	NaN	500.044	296.919	109.257	296.008	108.903
2026-03-30T00:01:26	61128.917669	2026-03-29T22:01:26Z	297.226	109.376	297.263	109.390	297.274	109.395	NaN	500.044	NaN	499.966	297.145	109.345	297.133	109.340	297.188	109.362	283.370	103.988	288.595	106.023	295.726	108.794	295.723	108.793	NaN	336.127	289.336	106.311	288.961	106.165	296.253	108.998	292.854	107.678	297.200	109.366	296.723	109.181	296.497	109.093	296.346	109.035	295.728	108.795	NaN	500.189	NaN	500.044	296.908	109.253	295.997	108.899
2026-03-30T00:01:31	61128.917726	2026-03-29T22:01:31Z	297.239	109.381	297.240	109.382	297.277	109.396	NaN	500.044	NaN	499.966	297.146	109.345	297.111	109.332	297.198	109.365	283.349	103.980	288.596	106.023	295.745	108.801	295.731	108.796	NaN	336.028	289.341	106.313	288.963	106.166	296.267	109.004	292.840	107.673	297.224	109.375	296.740	109.188	296.478	109.086	296.345	109.034	295.720	108.792	NaN	500.189	NaN	500.044	296.909	109.253	296.013	108.905
2026-03-30T00:01:36	61128.917784	2026-03-29T22:01:36Z	297.206	109.368	297.231	109.378	297.304	109.407	NaN	500.044	NaN	499.966	297.156	109.349	297.135	109.341	297.183	109.359	283.366	103.987	288.595	106.023	295.736	108.798	295.724	108.793	NaN	336.043	289.347	106.315	288.959	106.164	296.275	109.007	292.859	107.680	297.219	109.373	296.722	109.181	296.480	109.087	296.335	109.030	295.727	108.794	NaN	500.189	NaN	500.044	296.910	109.254	295.991	108.897
2026-03-30T00:01:41	61128.917842	2026-03-29T22:01:41Z	297.214	109.372	297.264	109.391	297.258	109.388	NaN	500.044	NaN	499.966	297.147	109.345	297.112	109.332	297.193	109.363	283.338	103.976	288.601	106.025	295.740	108.799	295.735	108.798	NaN	336.005	289.358	106.320	288.959	106.164	296.271	109.005	292.836	107.671	297.215	109.372	296.719	109.179	296.481	109.087	296.340	109.032	295.731	108.796	NaN	500.189	NaN	500.044	296.917	109.256	295.974	108.890
2026-03-30T00:01:46	61128.917900	2026-03-29T22:01:46Z	297.210	109.370	297.234	109.379	297.285	109.399	NaN	500.044	NaN	499.966	297.160	109.350	297.139	109.342	297.192	109.363	283.366	103.987	288.615	106.030	295.735	108.797	295.726	108.794	NaN	335.837	289.319	106.304	288.987	106.175	296.266	109.004	292.841	107.673	297.211	109.370	296.717	109.179	296.485	109.089	296.346	109.035	295.723	108.793	NaN	500.189	NaN	500.044	296.921	109.258	296.007	108.903
2026-03-30T00:01:51	61128.917958	2026-03-29T22:01:51Z	297.219	109.373	297.249	109.385	297.279	109.397	NaN	500.044	NaN	499.966	297.176	109.357	297.138	109.342	297.173	109.356	283.344	103.978	288.600	106.024	295.748	108.803	295.710	108.788	NaN	335.989	289.343	106.314	288.968	106.168	296.275	109.007	292.833	107.670	297.200	109.366	296.712	109.177	296.459	109.079	296.355	109.038	295.713	108.789	NaN	500.189	NaN	500.044	296.904	109.251	296.000	108.900
2026-03-30T00:01:56	61128.918016	2026-03-29T22:01:56Z	297.218	109.373	297.263	109.391	297.267	109.392	NaN	500.044	NaN	499.966	297.147	109.345	297.118	109.334	297.172	109.355	283.359	103.984	288.612	106.029	295.731	108.796	295.719	108.791	NaN	336.104	289.320	106.305	288.986	106.175	296.259	109.001	292.816	107.664	297.215	109.372	296.727	109.182	296.485	109.089	296.350	109.036	295.737	108.798	NaN	500.189	NaN	500.044	296.910	109.254	295.999	108.900
2026-03-30T00:02:01	61128.918074	2026-03-29T22:02:01Z	297.197	109.365	297.277	109.396	297.257	109.388	NaN	500.044	NaN	499.966	297.162	109.351	297.130	109.339	297.162	109.351	283.370	103.988	288.596	106.023	295.742	108.800	295.728	108.795	NaN	336.047	289.323	106.306	288.967	106.167	296.264	109.003	292.832	107.670	297.210	109.370	296.744	109.189	296.476	109.085	296.347	109.035	295.741	108.800	NaN	500.189	NaN	500.044	296.904	109.251	295.997	108.899
2026-03-30T00:02:06	61128.918132	2026-03-29T22:02:06Z	297.210	109.370	297.246	109.384	297.268	109.392	NaN	500.044	NaN	499.966	297.162	109.351	297.152	109.347	297.170	109.355	283.344	103.978	288.598	106.024	295.735	108.797	295.700	108.784	NaN	335.744	289.339	106.312	288.969	106.168	296.257	109.000	292.852	107.678	297.200	109.366	296.717	109.179	296.471	109.083	296.358	109.039	295.735	108.797	NaN	500.189	NaN	500.044	296.882	109.243	295.997	108.899
2026-03-30T00:02:11	61128.918189	2026-03-29T22:02:11Z	297.222	109.374	297.246	109.384	297.286	109.400	NaN	500.044	NaN	499.966	297.147	109.345	297.138	109.342	297.200	109.366	283.355	103.982	288.607	106.027	295.761	108.808	295.729	108.795	NaN	336.342	289.350	106.316	288.962	106.165	296.270	109.005	292.838	107.672	297.219	109.373	296.709	109.176	296.489	109.090	296.367	109.043	295.750	108.803	NaN	500.189	NaN	500.044	296.910	109.254	295.995	108.898
2026-03-30T00:02:16	61128.918247	2026-03-29T22:02:16Z	297.227	109.376	297.269	109.393	297.258	109.389	NaN	500.044	NaN	499.966	297.161	109.351	297.117	109.334	297.193	109.363	283.348	103.980	288.615	106.030	295.710	108.788	295.742	108.800	NaN	336.016	289.334	106.310	288.958	106.164	296.260	109.001	292.864	107.682	297.210	109.370	296.719	109.180	296.471	109.083	296.344	109.034	295.740	108.799	NaN	500.189	NaN	500.044	296.907	109.252	295.978	108.892
2026-03-30T00:02:21	61128.918305	2026-03-29T22:02:21Z	297.215	109.372	297.257	109.388	297.278	109.396	NaN	500.044	NaN	499.966	297.159	109.350	297.130	109.339	297.180	109.358	283.337	103.975	288.604	106.026	295.751	108.804	295.735	108.797	NaN	336.025	289.333	106.310	288.987	106.175	296.277	109.008	292.852	107.678	297.221	109.374	296.720	109.180	296.484	109.088	296.360	109.040	295.720	108.791	NaN	500.189	NaN	500.044	296.896	109.248	295.981	108.893
2026-03-30T00:02:26	61128.918363	2026-03-29T22:02:26Z	297.212	109.371	297.253	109.386	297.291	109.401	NaN	500.044	NaN	499.966	297.159	109.350	297.126	109.337	297.190	109.362	283.353	103.982	288.610	106.028	295.745	108.801	295.749	108.803	NaN	335.888	289.335	106.311	288.959	106.164	296.264	109.003	292.855	107.679	297.217	109.373	296.714	109.177	296.489	109.090	296.354	109.038	295.740	108.799	NaN	500.189	NaN	500.044	296.888	109.245	295.998	108.899
2026-03-30T00:02:31	61128.918421	2026-03-29T22:02:31Z	297.234	109.379	297.236	109.380	297.269	109.393	NaN	500.044	NaN	499.966	297.162	109.351	297.130	109.339	297.192	109.363	283.357	103.983	288.603	106.026	295.754	108.805	295.721	108.792	NaN	335.585	289.324	106.306	288.959	106.164	296.257	109.000	292.853	107.678	297.218	109.373	296.724	109.181	296.471	109.083	296.354	109.038	295.729	108.795	NaN	500.189	NaN	500.044	296.917	109.256	296.001	108.901
2026-03-30T00:02:36	61128.918479	2026-03-29T22:02:36Z	297.188	109.361	297.249	109.385	297.270	109.393	NaN	500.044	NaN	499.966	297.140	109.343	297.126	109.337	297.190	109.362	283.343	103.978	288.599	106.024	295.726	108.794	295.729	108.795	NaN	335.979	289.339	106.312	288.964	106.166	296.255	108.999	292.844	107.674	297.203	109.367	296.713	109.177	296.511	109.099	296.366	109.042	295.761	108.808	NaN	500.189	NaN	500.044	296.906	109.252	295.967	108.887
2026-03-30T00:02:41	61128.918537	2026-03-29T22:02:41Z	297.232	109.379	297.242	109.382	297.262	109.390	NaN	500.044	NaN	499.966	297.154	109.348	297.132	109.340	297.175	109.357	283.345	103.979	288.604	106.026	295.738	108.799	295.719	108.791	NaN	336.197	289.332	106.309	288.974	106.170	296.267	109.004	292.841	107.674	297.208	109.369	296.733	109.185	296.490	109.090	296.356	109.039	295.738	108.798	NaN	500.189	NaN	500.044	296.910	109.254	296.001	108.901
2026-03-30T00:02:46	61128.918594	2026-03-29T22:02:46Z	297.219	109.373	297.230	109.378	297.258	109.389	NaN	500.044	NaN	499.966	297.154	109.348	297.133	109.340	297.201	109.366	283.355	103.982	288.620	106.032	295.750	108.803	295.711	108.788	NaN	335.695	289.351	106.317	288.968	106.168	296.269	109.005	292.847	107.676	297.226	109.376	296.744	109.189	296.465	109.081	296.348	109.035	295.741	108.800	NaN	500.189	NaN	500.044	296.901	109.250	295.999	108.900
2026-03-30T00:02:51	61128.918653	2026-03-29T22:02:51Z	297.216	109.372	297.244	109.383	297.280	109.397	NaN	500.044	NaN	499.966	297.152	109.347	297.143	109.344	297.187	109.361	283.349	103.980	288.616	106.031	295.731	108.796	295.716	108.790	NaN	335.941	289.335	106.310	288.952	106.161	296.267	109.004	292.835	107.671	297.219	109.374	296.746	109.190	296.500	109.095	296.336	109.031	295.721	108.792	NaN	500.189	NaN	500.044	296.898	109.249	295.993	108.898
2026-03-30T00:02:56	61128.918710	2026-03-29T22:02:56Z	297.206	109.368	297.250	109.385	297.273	109.394	NaN	500.044	NaN	499.966	297.143	109.344	297.133	109.340	297.187	109.361	283.370	103.988	288.596	106.023	295.727	108.794	295.730	108.796	NaN	336.105	289.322	106.305	288.970	106.169	296.251	108.998	292.848	107.676	297.216	109.372	296.709	109.175	296.463	109.080	296.353	109.037	295.733	108.797	NaN	500.189	NaN	500.044	296.912	109.254	296.001	108.901
2026-03-30T00:03:01	61128.918768	2026-03-29T22:03:01Z	297.225	109.376	297.237	109.380	297.241	109.382	NaN	500.044	NaN	499.966	297.157	109.349	297.131	109.339	297.189	109.362	283.347	103.979	288.597	106.023	295.748	108.802	295.734	108.797	NaN	335.842	289.323	106.306	288.962	106.165	296.258	109.000	292.839	107.673	297.213	109.371	296.738	109.187	296.469	109.083	296.354	109.038	295.739	108.799	NaN	500.189	NaN	500.044	296.911	109.254	295.990	108.896
2026-03-30T00:03:06	61128.918826	2026-03-29T22:03:06Z	297.224	109.375	297.243	109.383	297.279	109.397	NaN	500.044	NaN	499.966	297.157	109.349	297.116	109.333	297.199	109.366	283.349	103.980	288.617	106.031	295.726	108.794	295.708	108.787	NaN	336.200	289.331	106.309	288.966	106.167	296.272	109.006	292.859	107.680	297.205	109.368	296.736	109.186	296.475	109.085	296.337	109.031	295.742	108.800	NaN	500.189	NaN	500.044	296.921	109.258	296.008	108.903
2026-03-30T00:03:11	61128.918884	2026-03-29T22:03:11Z	297.216	109.372	297.215	109.372	297.278	109.396	NaN	500.044	NaN	499.966	297.149	109.346	297.145	109.345	297.187	109.361	283.351	103.981	288.599	106.024	295.743	108.801	295.733	108.797	NaN	336.019	289.343	106.313	288.968	106.168	296.266	109.004	292.834	107.671	297.214	109.372	296.737	109.186	296.497	109.093	296.339	109.032	295.729	108.795	NaN	500.189	NaN	500.044	296.905	109.251	295.982	108.893
2026-03-30T00:03:16	61128.918942	2026-03-29T22:03:16Z	297.216	109.372	297.245	109.384	297.274	109.395	NaN	500.044	NaN	499.966	297.167	109.353	297.125	109.337	297.187	109.361	283.351	103.981	288.629	106.036	295.730	108.795	295.706	108.786	NaN	336.019	289.324	106.306	288.963	106.166	296.266	109.004	292.842	107.674	297.197	109.365	296.726	109.182	296.481	109.087	296.350	109.036	295.728	108.795	NaN	500.189	NaN	500.044	296.907	109.252	295.996	108.899
2026-03-30T00:03:21	61128.919000	2026-03-29T22:03:21Z	297.194	109.364	297.250	109.386	297.278	109.396	NaN	500.044	NaN	499.966	297.164	109.352	297.130	109.339	297.171	109.355	283.357	103.983	288.604	106.026	295.735	108.797	295.719	108.791	NaN	336.187	289.349	106.316	288.959	106.164	296.263	109.003	292.864	107.682	297.208	109.369	296.703	109.173	296.473	109.084	296.345	109.034	295.743	108.801	NaN	500.189	NaN	500.044	296.907	109.253	295.974	108.890
2026-03-30T00:03:26	61128.919058	2026-03-29T22:03:26Z	297.212	109.371	297.252	109.386	297.275	109.395	NaN	500.044	NaN	499.966	297.150	109.347	297.136	109.341	297.179	109.358	283.357	103.983	288.607	106.027	295.757	108.806	295.718	108.791	NaN	336.379	289.342	106.313	288.985	106.174	296.267	109.004	292.860	107.681	297.208	109.369	296.737	109.187	296.487	109.089	296.344	109.034	295.708	108.787	NaN	500.189	NaN	500.044	296.911	109.254	296.016	108.906
2026-03-30T00:03:31	61128.919116	2026-03-29T22:03:31Z	297.238	109.381	297.269	109.393	297.280	109.397	NaN	500.044	NaN	499.966	297.159	109.350	297.128	109.338	297.186	109.361	283.349	103.980	288.600	106.024	295.757	108.806	295.703	108.785	NaN	336.308	289.341	106.313	288.959	106.164	296.252	108.998	292.856	107.679	297.219	109.373	296.719	109.179	296.490	109.090	296.346	109.035	295.728	108.795	NaN	500.189	NaN	500.044	296.900	109.250	295.998	108.899
2026-03-30T00:03:36	61128.919173	2026-03-29T22:03:36Z	297.227	109.377	297.242	109.382	297.294	109.403	NaN	500.044	NaN	499.966	297.167	109.353	297.109	109.331	297.171	109.355	283.353	103.982	288.602	106.025	295.723	108.793	295.714	108.789	NaN	336.034	289.347	106.315	288.957	106.163	296.242	108.994	292.854	107.678	297.219	109.374	296.744	109.189	296.464	109.080	296.349	109.036	295.737	108.798	NaN	500.189	NaN	500.044	296.905	109.251	295.991	108.897
2026-03-30T00:03:41	61128.919231	2026-03-29T22:03:41Z	297.218	109.373	297.248	109.385	297.270	109.393	NaN	500.044	NaN	499.966	297.172	109.355	297.105	109.329	297.181	109.359	283.361	103.985	288.611	106.029	295.721	108.792	295.719	108.791	NaN	336.139	289.331	106.309	288.967	106.167	296.247	108.996	292.858	107.680	297.209	109.369	296.707	109.175	296.476	109.085	296.338	109.031	295.724	108.793	NaN	500.189	NaN	500.044	296.908	109.253	295.974	108.890
2026-03-30T00:03:46	61128.919289	2026-03-29T22:03:46Z	297.222	109.374	297.251	109.386	297.279	109.397	NaN	500.044	NaN	499.966	297.159	109.350	297.108	109.330	297.183	109.360	283.357	103.983	288.611	106.029	295.739	108.799	295.740	108.799	NaN	336.330	289.319	106.304	288.963	106.166	296.252	108.998	292.840	107.673	297.223	109.375	296.723	109.181	296.464	109.080	296.339	109.032	295.699	108.784	NaN	500.189	NaN	500.044	296.901	109.250	295.976	108.891
2026-03-30T00:03:51	61128.919347	2026-03-29T22:03:51Z	297.203	109.367	297.262	109.390	297.279	109.397	NaN	500.044	NaN	499.966	297.181	109.359	297.123	109.336	297.178	109.358	283.356	103.983	288.623	106.034	295.739	108.799	295.710	108.788	NaN	336.055	289.328	106.308	288.967	106.167	296.259	109.001	292.864	107.682	297.217	109.373	296.712	109.177	296.457	109.078	296.347	109.035	295.739	108.799	NaN	500.189	NaN	500.044	296.918	109.256	295.981	108.893
2026-03-30T00:03:56	61128.919405	2026-03-29T22:03:56Z	297.219	109.373	297.218	109.373	297.284	109.399	NaN	500.044	NaN	499.966	297.155	109.349	297.137	109.342	297.198	109.365	283.343	103.978	288.613	106.030	295.754	108.805	295.741	108.800	NaN	336.159	289.312	106.301	288.972	106.169	296.250	108.997	292.850	107.677	297.220	109.374	296.709	109.175	296.476	109.085	296.355	109.038	295.724	108.793	NaN	500.189	NaN	500.044	296.903	109.251	295.995	108.898
2026-03-30T00:04:01	61128.919463	2026-03-29T22:04:01Z	297.220	109.374	297.289	109.401	297.263	109.391	NaN	500.044	NaN	499.966	297.171	109.355	297.115	109.333	297.177	109.357	283.356	103.983	288.599	106.024	295.727	108.794	295.710	108.788	NaN	335.624	289.331	106.309	288.972	106.169	296.269	109.005	292.840	107.673	297.216	109.372	296.715	109.178	296.462	109.080	296.337	109.031	295.730	108.796	NaN	500.189	NaN	500.044	296.897	109.249	295.990	108.896
2026-03-30T00:04:06	61128.919520	2026-03-29T22:04:06Z	297.228	109.377	297.234	109.379	297.270	109.393	NaN	500.044	NaN	499.966	297.159	109.350	297.126	109.337	297.188	109.362	283.366	103.987	288.601	106.025	295.729	108.795	295.705	108.786	NaN	335.457	289.343	106.314	288.969	106.168	296.263	109.003	292.840	107.673	297.221	109.374	296.738	109.187	296.483	109.088	296.367	109.043	295.744	108.801	NaN	500.189	NaN	500.044	296.919	109.257	295.984	108.894
2026-03-30T00:04:11	61128.919579	2026-03-29T22:04:11Z	297.213	109.371	297.251	109.386	297.280	109.397	NaN	500.044	NaN	499.966	297.146	109.345	297.137	109.342	297.165	109.352	283.351	103.981	288.578	106.016	295.725	108.794	295.716	108.790	NaN	335.981	289.348	106.316	288.964	106.166	296.264	109.003	292.837	107.672	297.207	109.369	296.736	109.186	296.494	109.092	296.359	109.040	295.746	108.802	NaN	500.189	NaN	500.044	296.891	109.246	295.975	108.891
2026-03-30T00:04:16	61128.919636	2026-03-29T22:04:16Z	297.195	109.364	297.245	109.384	297.288	109.400	NaN	500.044	NaN	499.966	297.144	109.344	297.135	109.341	297.172	109.355	283.356	103.983	288.599	106.024	295.740	108.799	295.722	108.792	NaN	335.847	289.341	106.313	288.975	106.170	296.279	109.009	292.852	107.678	297.227	109.377	296.714	109.178	296.465	109.081	296.356	109.038	295.740	108.799	NaN	500.189	NaN	500.044	296.915	109.255	295.988	108.896
2026-03-30T00:04:21	61128.919694	2026-03-29T22:04:21Z	297.211	109.370	297.253	109.387	297.265	109.391	NaN	500.044	NaN	499.966	297.161	109.351	297.136	109.341	297.178	109.357	283.352	103.981	288.606	106.027	295.728	108.795	295.726	108.794	NaN	335.530	289.318	106.304	288.955	106.163	296.270	109.005	292.865	107.683	297.206	109.368	296.725	109.182	296.494	109.092	296.370	109.044	295.723	108.793	NaN	500.189	NaN	500.044	296.905	109.251	295.997	108.899
