ISO_lokal	MJD	UTC	CENT	CENT_status	DOOR	DOOR_status	BA	BA_status
2026-03-18T17:46:18	61117.698830	2026-03-18T16:46:18Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:46:23	61117.698888	2026-03-18T16:46:23Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:46:28	61117.698946	2026-03-18T16:46:28Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:46:33	61117.699004	2026-03-18T16:46:33Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:46:38	61117.699062	2026-03-18T16:46:38Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:46:43	61117.699119	2026-03-18T16:46:43Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:46:48	61117.699177	2026-03-18T16:46:48Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:46:53	61117.699235	2026-03-18T16:46:53Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:46:58	61117.699293	2026-03-18T16:46:58Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:47:26	61117.699616	2026-03-18T16:47:26Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:47:29	61117.699645	2026-03-18T16:47:29Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:47:34	61117.699703	2026-03-18T16:47:34Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:47:39	61117.699761	2026-03-18T16:47:39Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:49:43	61117.701197	2026-03-18T16:49:43Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:49:45	61117.701226	2026-03-18T16:49:45Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:49:50	61117.701284	2026-03-18T16:49:50Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:49:55	61117.701342	2026-03-18T16:49:55Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:50:00	61117.701400	2026-03-18T16:50:00Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:50:05	61117.701458	2026-03-18T16:50:05Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:50:10	61117.701515	2026-03-18T16:50:10Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:50:15	61117.701573	2026-03-18T16:50:15Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:50:20	61117.701631	2026-03-18T16:50:20Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:50:25	61117.701690	2026-03-18T16:50:25Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:50:30	61117.701747	2026-03-18T16:50:30Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:50:35	61117.701805	2026-03-18T16:50:35Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:50:40	61117.701863	2026-03-18T16:50:40Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:50:45	61117.701920	2026-03-18T16:50:45Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:50:50	61117.701978	2026-03-18T16:50:50Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:50:55	61117.702036	2026-03-18T16:50:55Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:51:00	61117.702094	2026-03-18T16:51:00Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:51:05	61117.702152	2026-03-18T16:51:05Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:51:36	61117.702505	2026-03-18T16:51:36Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:51:39	61117.702535	2026-03-18T16:51:39Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:51:44	61117.702593	2026-03-18T16:51:44Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:51:49	61117.702651	2026-03-18T16:51:49Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:51:53	61117.702708	2026-03-18T16:51:53Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:51:58	61117.702766	2026-03-18T16:51:58Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:52:03	61117.702824	2026-03-18T16:52:03Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:52:08	61117.702882	2026-03-18T16:52:08Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:52:14	61117.702940	2026-03-18T16:52:14Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:52:19	61117.702998	2026-03-18T16:52:19Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:52:23	61117.703055	2026-03-18T16:52:23Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:52:28	61117.703113	2026-03-18T16:52:28Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:52:33	61117.703171	2026-03-18T16:52:33Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:52:38	61117.703229	2026-03-18T16:52:38Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:52:43	61117.703287	2026-03-18T16:52:43Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:52:48	61117.703345	2026-03-18T16:52:48Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:52:53	61117.703403	2026-03-18T16:52:53Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:52:59	61117.703461	2026-03-18T16:52:59Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:53:04	61117.703519	2026-03-18T16:53:04Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:53:08	61117.703576	2026-03-18T16:53:08Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:53:13	61117.703634	2026-03-18T16:53:13Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:53:18	61117.703692	2026-03-18T16:53:18Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:53:24	61117.703750	2026-03-18T16:53:24Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:53:28	61117.703808	2026-03-18T16:53:28Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:53:33	61117.703866	2026-03-18T16:53:33Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:53:38	61117.703923	2026-03-18T16:53:38Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:53:43	61117.703981	2026-03-18T16:53:43Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:53:48	61117.704039	2026-03-18T16:53:48Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:53:54	61117.704097	2026-03-18T16:53:54Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:53:59	61117.704155	2026-03-18T16:53:59Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:54:03	61117.704213	2026-03-18T16:54:03Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:54:53	61117.704782	2026-03-18T16:54:53Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:54:55	61117.704812	2026-03-18T16:54:55Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:55:00	61117.704869	2026-03-18T16:55:00Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:55:05	61117.704927	2026-03-18T16:55:05Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:55:10	61117.704985	2026-03-18T16:55:10Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:55:15	61117.705043	2026-03-18T16:55:15Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:55:20	61117.705101	2026-03-18T16:55:20Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:55:46	61117.705402	2026-03-18T16:55:46Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:55:49	61117.705432	2026-03-18T16:55:49Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:55:54	61117.705489	2026-03-18T16:55:54Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:55:59	61117.705547	2026-03-18T16:55:59Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:56:22	61117.705818	2026-03-18T16:56:22Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:56:25	61117.705848	2026-03-18T16:56:25Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:56:30	61117.705905	2026-03-18T16:56:30Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:56:35	61117.705963	2026-03-18T16:56:35Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:56:40	61117.706021	2026-03-18T16:56:40Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:56:45	61117.706078	2026-03-18T16:56:45Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:56:50	61117.706137	2026-03-18T16:56:50Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:57:09	61117.706360	2026-03-18T16:57:09Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:57:12	61117.706389	2026-03-18T16:57:12Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:57:17	61117.706447	2026-03-18T16:57:17Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:57:21	61117.706505	2026-03-18T16:57:21Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:57:27	61117.706564	2026-03-18T16:57:27Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:57:32	61117.706621	2026-03-18T16:57:32Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:57:37	61117.706678	2026-03-18T16:57:37Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:57:42	61117.706737	2026-03-18T16:57:42Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:57:47	61117.706794	2026-03-18T16:57:47Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:57:51	61117.706852	2026-03-18T16:57:51Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:57:57	61117.706910	2026-03-18T16:57:57Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:58:02	61117.706968	2026-03-18T16:58:02Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:58:07	61117.707026	2026-03-18T16:58:07Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:58:12	61117.707083	2026-03-18T16:58:12Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:58:17	61117.707142	2026-03-18T16:58:17Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:58:22	61117.707200	2026-03-18T16:58:22Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:58:27	61117.707258	2026-03-18T16:58:27Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:58:32	61117.707316	2026-03-18T16:58:32Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:58:37	61117.707373	2026-03-18T16:58:37Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:58:42	61117.707431	2026-03-18T16:58:42Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:59:04	61117.707689	2026-03-18T16:59:04Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:59:06	61117.707716	2026-03-18T16:59:06Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:59:11	61117.707774	2026-03-18T16:59:11Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:59:16	61117.707832	2026-03-18T16:59:16Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:59:21	61117.707890	2026-03-18T16:59:21Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:59:26	61117.707947	2026-03-18T16:59:26Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:59:31	61117.708006	2026-03-18T16:59:31Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:59:36	61117.708063	2026-03-18T16:59:36Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:59:41	61117.708121	2026-03-18T16:59:41Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:59:46	61117.708179	2026-03-18T16:59:46Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:59:51	61117.708237	2026-03-18T16:59:51Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T17:59:56	61117.708295	2026-03-18T16:59:56Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:00:01	61117.708353	2026-03-18T17:00:01Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:00:06	61117.708410	2026-03-18T17:00:06Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:00:11	61117.708468	2026-03-18T17:00:11Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:00:16	61117.708526	2026-03-18T17:00:16Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:00:21	61117.708584	2026-03-18T17:00:21Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:00:26	61117.708643	2026-03-18T17:00:26Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:00:31	61117.708700	2026-03-18T17:00:31Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:00:36	61117.708758	2026-03-18T17:00:36Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:00:41	61117.708815	2026-03-18T17:00:41Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:01:13	61117.709179	2026-03-18T17:01:13Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:01:15	61117.709208	2026-03-18T17:01:15Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:01:20	61117.709265	2026-03-18T17:01:20Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:01:25	61117.709324	2026-03-18T17:01:25Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:01:30	61117.709380	2026-03-18T17:01:30Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:01:35	61117.709439	2026-03-18T17:01:35Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:01:40	61117.709496	2026-03-18T17:01:40Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:01:45	61117.709555	2026-03-18T17:01:45Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:01:50	61117.709613	2026-03-18T17:01:50Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:01:55	61117.709670	2026-03-18T17:01:55Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:02:00	61117.709728	2026-03-18T17:02:00Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:02:33	61117.710111	2026-03-18T17:02:33Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:02:36	61117.710139	2026-03-18T17:02:36Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:02:40	61117.710197	2026-03-18T17:02:40Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:02:46	61117.710255	2026-03-18T17:02:46Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:02:51	61117.710313	2026-03-18T17:02:51Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:02:55	61117.710370	2026-03-18T17:02:55Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:03:00	61117.710428	2026-03-18T17:03:00Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:03:05	61117.710486	2026-03-18T17:03:05Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:03:10	61117.710543	2026-03-18T17:03:10Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:03:39	61117.710877	2026-03-18T17:03:39Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:03:42	61117.710905	2026-03-18T17:03:42Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:03:47	61117.710963	2026-03-18T17:03:47Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:03:59	61117.711107	2026-03-18T17:03:59Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:04:02	61117.711135	2026-03-18T17:04:02Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:04:07	61117.711193	2026-03-18T17:04:07Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:04:12	61117.711250	2026-03-18T17:04:12Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:04:17	61117.711308	2026-03-18T17:04:17Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:04:22	61117.711366	2026-03-18T17:04:22Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:04:27	61117.711424	2026-03-18T17:04:27Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:04:32	61117.711482	2026-03-18T17:04:32Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:04:37	61117.711540	2026-03-18T17:04:37Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:04:42	61117.711598	2026-03-18T17:04:42Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:04:47	61117.711656	2026-03-18T17:04:47Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:04:52	61117.711713	2026-03-18T17:04:52Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:04:57	61117.711771	2026-03-18T17:04:57Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:05:02	61117.711829	2026-03-18T17:05:02Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:05:07	61117.711887	2026-03-18T17:05:07Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:05:12	61117.711945	2026-03-18T17:05:12Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:05:38	61117.712250	2026-03-18T17:05:38Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:05:40	61117.712278	2026-03-18T17:05:40Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:05:45	61117.712336	2026-03-18T17:05:45Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:05:50	61117.712394	2026-03-18T17:05:50Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
2026-03-18T18:05:55	61117.712451	2026-03-18T17:05:55Z	NaN	unbekannt	NaN	unbekannt	NaN	unbekannt
