Temperature,Resistance
K,Ohm
19.85043272,2.09766189919332
21.80127258,2.28504959641615
24.01091343,2.51705354152863
25.97178054,2.78983673711124
27.91160179,3.10195999607696
29.86976611,3.4587234044812
31.8287914,3.85829661895841
33.77535285,4.29639849101611
35.73624878,4.77787461589281
37.68636034,5.29399188858991
39.6567067,5.85122932598682
41.61610099,6.43894251384759
43.58744324,7.06110351153056
45.5372388,7.70481318442363
47.50499645,8.38049120969595
49.47316768,9.07911965219143
51.44366862,9.79950496492662
53.41762258,10.5393677700383
55.39290255,11.2961905070752
57.37116567,12.0651751947476
59.34005045,12.8460512053804
61.1421708,13.5644413560534
63.07171394,14.3485003015946
65.03697731,15.1541339857631
67.63229341,16.2362492589831
69.16382273,16.8690726316949
71.01467881,17.6437106268923
72.94710312,18.4562648175764
74.91045957,19.2851020313352
76.87859906,20.1182862664686
78.85361363,20.9560910439206
80.75952337,21.7700426992614
82.72201355,22.6056621946067
84.69940686,23.447990312406
86.67454084,24.2886887889064
88.65212704,25.1315966927827
90.66220199,25.9888513757276
92.61535118,26.8184049152863
94.59894828,27.6619889912809
96.57846076,28.5031998752543
98.55853134,29.3439968029044
100.5403955,30.1843317160497
102.5223481,31.0237250543156
104.5093936,31.8640595952466
106.4965173,32.7030673666139
108.4837759,33.5426147329848
110.718874,34.4953928760746
112.4867154,35.232818547599
114.713894,36.1751664978717
116.4638677,36.9014714654259
118.6713839,37.8334318791872
120.4428511,38.5670531417431
122.6797799,39.5079294527689
124.4161435,40.2240018951518
126.6353423,41.1559171584046
128.7279641,42.0306811591547
130.4123546,42.712808494726
132.615445,43.637605225188
134.3412123,44.3451035253361
136.5622067,45.2697862404509
138.3088736,45.9843547156186
140.5364505,46.9087243088459
142.284606,47.6176376289202
144.5458234,48.5574096274739
146.2975195,49.2722160886134
148.5145121,50.1874611084965
150.4453749,50.9791624284748
152.4864826,51.8156591469636
154.2449582,52.5304078137533
156.4906042,53.4511400053604
158.2491894,54.1662351453579
160.44614,55.0648037907072
162.4048193,55.8621773011795
164.4820582,56.7075264913578
166.2050419,57.4028277248768
168.409008,58.3021318846298
170.1960385,59.0238120259523
172.4203837,59.927329725133
174.3837987,60.7232150070102
176.1434893,61.430446242626
178.341415,62.3215943721152
180.3116485,63.1160286735326
182.2924686,63.9155227989562
184.2711593,64.7123616851503
186.0838077,65.4413714305331
188.1763096,66.2821062675959
190.0534911,67.0368527677789
192.0680306,67.8455604438576
194.0651603,68.6451799497181
196.0544354,69.4434579792894
198.0313061,70.2351183939797
200.027908,71.0335096919255
202.0318131,71.8354040677315
204.0283928,72.6320138449652
206.0247287,73.4283620163378
208.0245747,74.226347400005
210.0239622,75.0232500167996
212.0223231,75.8188050399749
214.0198625,76.613442979451
216.0200641,77.4095201428736
218.0165889,78.2015487651543
220.0147411,78.994937624074
222.0183273,79.7885362349893
224.016481,80.5805801394378
226.0158756,81.3719762462015
228.0159762,82.1632109724792
230.0159541,82.9536386280223
232.1981211,83.7535618988915
234.0135526,84.5293597858622
236.0106764,85.3187239384992
238.0100127,86.1082818804342
240.0107089,86.8961170019253
242.0101126,87.6829274664345
244.0093286,88.4692025255479
246.0078367,89.2544852210802
248.008035,90.0405238290072
250.005287,90.8232902628604
252.0036177,91.6057334543462
254.0042451,92.391008006352
256.0021938,93.1715839434487
258.0023028,93.9516738765453
260.0412035,94.6876739670191
