Temperature,Resistance
K,Ohm
277.6327212,101.654057396321
274.4507089,100.394548028711
271.0751748,99.0641440794924
267.0962792,97.5121600097457
263.1944732,95.9852327966493
259.3262219,94.4684521636062
255.348722,92.9074705253162
251.4738113,91.3831946679353
247.5871333,89.8531962979269
243.6479263,88.3017155869599
239.6956237,86.7423194533995
235.7459384,85.1821033778267
231.8536588,83.6403702603708
227.8514188,82.0556614264139
223.9028801,80.4888034519396
219.9361567,78.9137137254994
216.0183185,77.3521742090921
211.9943142,75.7381148031124
207.9523147,74.1305734434294
204.0430642,72.5714729760646
200.0884363,70.9892864644985
198.1787715,70.2310654825751
196.224195,69.4451906831588
194.2271971,68.6441979202846
192.2801733,67.8584283292344
190.2887914,67.0577607148144
188.3123637,66.2625817800701
186.3371652,65.4674183700257
184.3623111,64.6712260447242
182.3798531,63.8715808589465
180.3725434,63.0612181606864
178.4169199,62.2721394707061
176.409846,61.4584235644723
174.4130418,60.6511866103668
172.4367807,59.8496150400715
170.451819,59.0437753788006
168.4666409,58.2371718253382
166.4787631,57.4288947866774
164.5048407,56.6260734021077
162.5702262,55.8388890407209
160.5749917,55.0230398635661
158.5801511,54.2099005053896
156.6190865,53.4102353230231
154.6057493,52.5839796676468
152.6017189,51.7640861387963
150.6165709,50.9505514213135
148.6326616,50.1356512546999
146.6504221,49.3212987545086
144.6515951,48.4992994177646
142.6887075,47.6935196900262
140.6616064,46.8542795750568
138.6461356,46.0233991942854
136.6731473,45.2106601414239
134.6476987,44.3684933613793
132.6430608,43.5379923278264
130.6444281,42.7093488895273
128.6506902,41.8805583113498
126.654288,41.0494633142078
124.6610981,40.2182797859165
122.1352079,39.1980317547247
120.4564104,38.4695588961335
118.0645481,37.4948846586092
116.4176824,36.7778943000685
114.5687397,35.9962844195983
112.6121092,35.1721730328213
110.5197139,34.2960613215455
108.5060653,33.4466871511328
106.4955943,32.5981805774387
104.49374,31.7513741118064
102.4894378,30.9030240608119
100.4910512,30.0559917310558
98.48984536,29.2059477853296
96.48597571,28.3544002937947
94.48205705,27.5019759769603
92.48306472,26.6501921775906
90.46276776,25.7906487408877
88.46462889,24.9371881787191
86.4557364,24.0809052352171
84.45746632,23.2276989909184
82.44591727,22.3713714779222
80.34608944,21.479702248261
78.32508618,20.6197962255088
76.32034916,19.7681935182395
74.01627692,18.8496595720226
72.32468427,18.0761901063385
70.29382068,17.2244724535568
67.97845189,16.3167627336548
66.31039979,15.5595891269105
64.26612907,14.7189973723515
62.25377814,13.8953035098141
60.10084203,13.0174319064501
58.06008322,12.2039678974294
56.0604872,11.4182683251946
54.06141871,10.6474982064949
52.05219959,9.8915700249664
50.0571322,9.15713922269813
48.05832462,8.44189909102189
46.06227919,7.74984645952466
44.07231732,7.08641947365222
42.06798709,6.44688707729914
40.0943347,5.84821155511949
38.11431681,5.28080164763732
36.13953117,4.75194433484237
34.15357103,4.25813162500726
32.1773466,3.80759110426581
30.21131678,3.40123299234176
28.23029383,3.03510779411472
26.29583737,2.71971598064704
24.42568089,2.45262750807649
22.44387319,2.21318731588419
20.49035454,2.01707949141861
20.43139799,2.01585832356805
22.13102378,2.18343564214484
24.04004855,2.41003748622389
25.96543961,2.67976536218598
27.90256527,2.99288276649381
29.84923967,3.34365606517367
31.79794547,3.74117429664714
33.75337341,4.18201564107797
35.69871824,4.6574825469598
37.65683247,5.17055667075985
39.61216436,5.72942960580221
41.56854512,6.31441809669368
43.52763676,6.93267448724156
45.49250156,7.5835170125325
47.45431982,8.25678406261357
49.4257639,8.96047012614744
