Temperature,Resistance
K,Ohm
273.4788575,100.149667302614
270.5610503,98.9419753181974
267.4468292,97.711742025249
263.5649133,96.1945490900034
259.8696654,94.7499665546814
256.15121,93.2977518406542
252.0987489,91.7027897076976
248.4073028,90.2573341714155
244.2222421,88.6039987666905
240.5438271,87.159034208644
236.3706436,85.5049281017806
232.6907598,84.0576596595226
228.4641326,82.3769996422626
224.7047581,80.8902080684631
220.751093,79.3195962669602
216.727154,77.7182843224436
212.8155485,76.1585051864748
209.0409419,74.6322717056295
204.5492512,72.8492310827901
200.9740613,71.4351261945725
198.7037923,70.5207166428343
196.6239796,69.6863159930701
194.5926729,68.8711940297661
192.5780778,68.0613833005917
190.5843775,67.2601300504624
188.6439151,66.4729402340478
186.6136647,65.6573147912687
183.1395259,64.3785024612155
183.539888,64.3968938145776
180.8471445,63.3359042192337
178.7393667,62.4803228937782
176.703253,61.6568575306693
174.6931728,60.8422594402811
172.6538663,60.014773802602
170.6430056,59.1992908686926
168.6524297,58.3903794249431
166.6576346,57.5800196497972
164.6633061,56.7681955100815
162.665895,55.9554732999974
160.68278,55.1453168242949
158.6975668,54.3346908832579
156.7108558,53.5223859505379
154.7250421,52.7092322784994
152.7338997,51.8934455365417
150.7534064,51.0803165341273
148.7799317,50.2703177256179
146.7826488,49.4489610745723
144.7891252,48.6288527091376
142.7947535,47.8064367820377
140.7886143,46.9795147685974
138.7820496,46.1510772082876
136.7794647,45.3240037792694
134.7862097,44.4972133206244
132.7786994,43.6647702407188
130.7878038,42.8380010670725
128.7808646,42.0031858064799
126.7759826,41.1689783282758
124.7908688,40.3468450907519
122.7710016,39.4963910830641
120.7403072,38.6476512133401
118.7524265,37.8149659937355
116.754711,36.9776041919035
114.7545535,36.1373880319821
111.5418989,34.8982368975764
110.4451373,34.3516056914997
108.5734152,33.5341075378234
106.5636792,32.6849662297539
104.5588733,31.8372702273432
102.5426465,30.9831403070911
100.5406771,30.134113942632
98.53443445,29.2820136066762
96.53347351,28.4307572542498
94.53120888,27.5774838647984
92.53108442,26.7257360879826
90.51355168,25.8654648644828
88.507448,25.0107023791899
86.50051334,24.1533939910167
84.4960717,23.2967480035449
82.48395112,22.4379651628166
80.37303255,21.5382901245868
78.34975778,20.6754703082505
76.33169452,19.8177214822838
74.31512583,18.9625651344561
72.30454501,18.1123746954003
70.0682673,17.1929852574135
68.28338078,16.4206972277514
66.27443021,15.5855084824933
64.25408215,14.7518692886878
61.75423969,13.7255820685793
60.02743066,13.0200964297814
57.33853548,11.9742496732984
57.35943667,11.9121215582265
54.00112917,10.6495983072448
52.0232654,9.90106295401103
50.00337016,9.1547169197539
48.43314076,8.59020053292267
46.13852649,7.78650405754022
44.11004325,7.10749927003522
42.12309515,6.46994297068626
40.1306122,5.86241363581098
38.14020795,5.28949413503803
36.15842665,4.75582919230621
34.16965345,4.25955768178199
32.19691198,3.80737042480371
30.21328618,3.39583738978496
28.25938079,3.03256010052569
26.30196632,2.71149037103837
24.34747315,2.43386092414828
22.41712472,2.19988446307905
20.61568963,2.01518907650464
