Temperature,Resistance
K,Ohm
20.31983234,2.19043936942213
22.09915296,2.37135470642442
24.01752259,2.60121345398532
25.96186499,2.87413877380161
27.9100917,3.189288691779
29.84715099,3.5448421738711
31.80616995,3.94543047672344
33.75143544,4.38489098507033
36.11224509,4.95043339101075
37.52482009,5.35046925516239
39.61933988,5.93885094294926
41.58756392,6.52872087125916
43.52311897,7.13937975715742
45.93499341,7.93418694468068
47.5219318,8.49138229883492
49.44797694,9.17171306609882
51.38688148,9.87895498800728
53.35044831,10.6140419551918
55.4432004,11.4104944211191
57.29385694,12.1340169993731
59.25915035,12.9122141821418
61.09350327,13.6407953764599
63.02557345,14.4253934363518
64.98520155,15.2281009560385
66.94816043,16.0396476281411
68.91379345,16.8572361438284
70.89392555,17.6855220098879
72.86370057,18.5133105601795
74.79184418,19.3247280019386
76.81207066,20.1821689238366
78.79796396,21.0235224465608
80.68339285,21.8261283636282
82.64236699,22.658757943686
84.61019397,23.4958903270418
86.5886518,24.3382719873707
88.56638419,25.1797714437532
90.54827241,26.0229023808162
92.51614055,26.8602618979784
94.49532294,27.7007960778087
96.48281195,28.5435682371199
98.46913094,29.3860520304649
100.4475798,30.2243769595463
102.4289623,31.0627039820808
104.4060746,31.8974359920864
106.3899681,32.7345425624544
108.685788,33.7386585562579
110.4934947,34.4631316584267
112.2944558,35.2242223091124
114.2238325,36.0335528845818
116.5962555,37.0366967758
118.3398657,37.7526491157566
120.1910482,38.529670627366
122.1356436,39.3405411203015
124.1109594,40.163451858748
126.0727379,40.9799064490471
128.0528055,41.8018595207793
130.0461053,42.6296019242053
132.047438,43.4592911054446
134.0458508,44.285054778429
136.0450685,45.1117951307817
138.0443284,45.936045598033
140.0461568,46.7634260977802
142.0436827,47.5864074081121
144.041624,48.4063778168735
146.0496594,49.2305010969912
148.0455629,50.0511666228125
150.0448324,50.8662899258213
152.0420653,51.6843160584233
154.0463915,52.5023685090109
156.0444232,53.3203482781163
159.024773,54.4078234756613
160.0412345,54.9447430331926
162.0461262,55.7648057024327
164.0400095,56.57455320427
166.0390765,57.3860753983902
168.0390867,58.1981593673968
170.0410078,59.009213027481
172.0419798,59.8195128791155
174.0395376,60.6276749159971
176.0392753,61.4348199389358
178.0452009,62.2491109505997
180.0400185,63.0495342059992
182.0386155,63.8550952744778
184.0376257,64.6602841473919
186.0352381,65.4641687966751
188.6637529,66.4196915086622
190.0346596,67.0681325461766
192.6037218,68.0030761656426
194.0320635,68.6703529696773
196.0346069,69.4739455107243
198.0332687,70.2734480703544
202.0292196,71.86821394843
206.027085,73.462100639084
210.0226744,75.0550339932577
214.021983,76.6459495256653
218.0196058,78.2344831091198
222.0185665,79.8186858516122
226.0168622,81.4022436482736
230.0177801,82.9835492821902
234.0153685,84.5613767023049
238.0121844,86.1408920647452
242.0105556,87.7106342663602
246.0102625,89.2822316025124
250.0085008,90.8506279288454
254.0072152,92.4180108384697
258.0041528,93.9797024787042
262.0030248,95.5422010188835
265.8609755,97.0435869373883
269.5126502,98.4609866895079
273.4594193,99.9947313671103
276.5003789,101.141700515304
